Unit ID,ISP,Download,Upload,Technology,STATE,REGION,VALIDATED BY,DAYS,timezone_offset,timezone_offset_dst
26867,Verizon,35,35,FIBER,DE,SOUTH,ISP,30,-5,-4
26868,Verizon DSL,1,0.384,DSL,DC,SOUTH,SK / ISP,13,-5,-4
26869,Verizon DSL,3,0.768,DSL,WA,WEST,SK,28,-5,-4
26871,Verizon,15,5,FIBER,MD,SOUTH,SK / ISP,18,-5,-4
26872,Verizon,35,35,FIBER,MD,SOUTH,ISP,30,-5,-4
26873,Verizon,25,25,FIBER,MD,SOUTH,ISP,30,-5,-4
26874,Verizon DSL,0.768,0.128,DSL,MD,SOUTH,SK,8,-5,-4
26875,Comcast,12,2,CABLE,MD,SOUTH,SK,30,-5,-4
26876,Verizon,15,5,FIBER,MD,SOUTH,ISP,30,-5,-4
26877,Comcast,15,2,CABLE,MD,SOUTH,ISP,30,-5,-4
26878,Verizon,20,5,FIBER,MD,SOUTH,ISP,30,-5,-4
26879,Verizon,35,35,FIBER,MD,SOUTH,ISP,30,-5,-4
26880,Verizon DSL,3,0.768,DSL,MD,SOUTH,SK,30,-5,-4
26882,Verizon,15,5,FIBER,MD,SOUTH,ISP,30,-5,-4
26883,Verizon,25,25,FIBER,MD,SOUTH,ISP,30,-6,-5
26884,Comcast,25,4,CABLE,MD,SOUTH,SK / ISP,30,-5,-4
26887,Verizon DSL,3,0.768,DSL,VA,SOUTH,SK,30,-5,-4
26888,Verizon,25,25,FIBER,VA,SOUTH,SK / ISP,30,-5,-4
26889,Verizon,25,25,FIBER,VA,SOUTH,ISP,25,-5,-4
26890,Cox,25,3,CABLE,VA,SOUTH,ISP,30,-5,-4
26891,Verizon,15,5,FIBER,VA,SOUTH,SK / ISP,1,-5,-4
26892,Verizon,35,35,FIBER,VA,SOUTH,ISP,30,-5,-4
26893,Verizon,35,35,FIBER,VA,SOUTH,ISP,30,-5,-4
26894,Verizon,35,35,FIBER,VA,SOUTH,ISP,30,-5,-4
26895,Verizon,35,35,FIBER,VA,SOUTH,ISP,30,-5,-4
26896,Verizon DSL,3,0.768,DSL,VA,SOUTH,SK,30,-5,-4
26897,Verizon DSL,3,0.768,DSL,VA,SOUTH,SK,29,-5,-4
26898,Verizon,15,5,FIBER,VA,SOUTH,ISP,30,-5,-4
26899,Cox,15,2,CABLE,VA,SOUTH,SK,30,-5,-4
26900,Comcast,8,2,CABLE,VA,SOUTH,ISP,30,-5,-4
26901,Verizon DSL,3,0.768,DSL,VA,SOUTH,SK,30,-5,-4
26902,Windstream,3,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
26903,AT&T,18,1.5,DSL,NC,SOUTH,SK,30,-5,-4
26904,AT&T,12,1.5,DSL,NC,SOUTH,SK,30,-5,-4
26905,TimeWarner,25,5,CABLE,NC,SOUTH,SK / ISP,16,-5,-4
26906,TimeWarner,20,2,CABLE,NC,SOUTH,SK / ISP,30,-5,-4
26907,Frontier,3,0.768,DSL,NC,SOUTH,ISP,29,-5,-4
26908,Windstream,1.5,0.384,DSL,NC,SOUTH,ISP,30,-5,-4
26909,Windstream,3,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
26910,Windstream,3,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
26912,Windstream,3,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
26915,Windstream,3,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
26917,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
26918,Windstream,6,0.768,DSL,GA,SOUTH,ISP,27,-5,-4
26919,Windstream,12,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
26920,Windstream,12,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
26921,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
26923,Windstream,3,0.768,DSL,GA,SOUTH,SK,30,-5,-4
26924,Windstream,1.5,0.384,DSL,GA,SOUTH,ISP,30,-5,-4
26925,TimeWarner,10,1,CABLE,FL,SOUTH,SK / ISP,6,-5,-4
26926,Cox,28,4,CABLE,FL,SOUTH,ISP,21,-5,-4
26928,Verizon,25,25,FIBER,FL,SOUTH,ISP,30,-5,-4
26929,Verizon,35,35,FIBER,FL,SOUTH,ISP,30,-6,-5
26931,Verizon,25,25,FIBER,FL,SOUTH,ISP,30,-5,-4
26932,TimeWarner,10,1,CABLE,FL,SOUTH,SK / ISP,30,-5,-4
26934,Verizon,35,35,FIBER,FL,SOUTH,ISP,30,-5,-4
26935,TimeWarner,15,2,CABLE,FL,SOUTH,SK,26,-5,-4
26936,TimeWarner,15,1,CABLE,FL,SOUTH,SK / ISP,30,-5,-4
26937,CenturyLink,10,0.896,DSL,FL,SOUTH,SK,30,-5,-4
26938,Verizon,35,35,FIBER,FL,SOUTH,ISP,30,-6,-5
26939,Frontier,3,0.384,DSL,TN,SOUTH,ISP,26,-5,-4
26941,Wildblue/ViaSat,0,0,SATELLITE,TN,SOUTH,ISP,25,-6,-5
26943,AT&T,3,0.512,DSL,MS,SOUTH,SK,30,-6,-5
26945,Comcast,25,4,CABLE,CA,WEST,ISP,2,-8,-7
26946,TimeWarner,50,5,CABLE,HI,WEST,SK / ISP,28,-10,-10
26947,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
26948,Frontier,35,35,FIBER,OR,WEST,SK,26,-8,-7
26949,Frontier,25,25,FIBER,OR,WEST,SK / ISP,16,-8,-7
26950,Frontier,15,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
26951,Comcast,25,4,CABLE,OR,WEST,ISP,28,-8,-7
26952,Comcast,25,4,CABLE,WA,WEST,ISP,30,-8,-7
26953,Comcast,25,4,CABLE,WA,WEST,ISP,30,-8,-7
26954,Frontier,3,0.384,DSL,WA,WEST,ISP,26,-8,-7
26955,Comcast,15,2,CABLE,WA,WEST,ISP,30,-8,-7
26956,AT&T,1.5,0.384,DSL,CA,WEST,SK,18,-8,-7
26957,AT&T,6,0.768,DSL,CA,WEST,SK,26,-8,-7
26958,Comcast,25,4,CABLE,CA,WEST,SK,24,-8,-7
26959,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
26960,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
26962,Comcast,25,4,CABLE,CA,WEST,ISP,26,-8,-7
26963,Frontier,3,0.384,DSL,CA,WEST,ISP,26,-8,-7
26964,Frontier,3,0.768,DSL,CA,WEST,ISP,26,-8,-7
26966,Frontier,10,5,FIBER,OR,WEST,ISP,26,-8,-7
26967,Frontier,15,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
26968,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
26969,Frontier,20,5,FIBER,OR,WEST,ISP,26,-8,-7
26970,Frontier,15,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
26972,Frontier,15,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
26973,Frontier,20,5,FIBER,OR,WEST,ISP,26,-8,-7
26974,Frontier,15,5,FIBER,OR,WEST,ISP,26,-8,-7
26976,Frontier,7,0.768,DSL,OR,WEST,ISP,8,-8,-7
26977,Frontier,25,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
26978,Frontier,20,5,FIBER,OR,WEST,SK,26,-8,-7
26979,Frontier,20,5,FIBER,OR,WEST,ISP,26,-8,-7
26980,Frontier,3,0.384,DSL,OR,WEST,ISP,26,-8,-7
26981,Frontier,25,25,FIBER,OR,WEST,SK / ISP,26,-6,-5
26982,Frontier,15,5,FIBER,OR,WEST,ISP,26,-8,-7
26983,Frontier,20,5,FIBER,OR,WEST,ISP,26,-8,-7
26984,Frontier,25,25,FIBER,OR,WEST,SK / ISP,26,-8,-7
26985,Frontier,3,0.384,DSL,OR,WEST,ISP,26,-8,-7
26986,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
26987,Frontier,15,5,FIBER,OR,WEST,ISP,26,-8,-7
26988,Frontier,25,25,FIBER,OR,WEST,SK / ISP,26,-8,-7
26989,Frontier,25,25,FIBER,OR,WEST,SK / ISP,26,-8,-7
26990,Frontier,15,5,FIBER,OR,WEST,ISP,26,-8,-7
26991,Frontier,20,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
26992,Frontier,15,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
26993,Frontier,25,25,FIBER,OR,WEST,SK / ISP,26,-8,-7
26994,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
26995,Frontier,15,5,FIBER,OR,WEST,ISP,26,-8,-7
26996,Frontier,35,35,FIBER,OR,WEST,ISP,26,-8,-7
26997,Comcast,25,4,CABLE,OR,WEST,ISP,18,-8,-7
26998,Frontier,3,0.768,DSL,OR,WEST,ISP,26,-8,-7
26999,Frontier,3,0.768,DSL,OR,WEST,ISP,26,-8,-7
27001,Frontier,3,0.768,DSL,OR,WEST,ISP,26,-8,-7
27002,Frontier,25,25,FIBER,WA,WEST,ISP,26,-8,-7
27003,Frontier,7,0.384,DSL,WA,WEST,ISP,28,-8,-7
27004,Comcast,15,2,CABLE,WA,WEST,ISP,26,-8,-7
27005,Frontier,25,25,FIBER,WA,WEST,ISP,26,-8,-7
27006,Frontier,15,5,FIBER,WA,WEST,ISP,26,-8,-7
27007,Frontier,20,5,FIBER,WA,WEST,ISP,22,-8,-7
27008,Frontier,25,25,FIBER,WA,WEST,ISP,26,-8,-7
27009,Frontier,25,25,FIBER,WA,WEST,SK / ISP,26,-8,-7
27010,Frontier,3,0.768,DSL,WA,WEST,ISP,24,-8,-7
27014,Frontier,3,0.768,DSL,WA,WEST,ISP,26,-8,-7
27016,Frontier,7,0.768,DSL,WA,WEST,ISP,16,-8,-7
27017,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27020,Frontier,7,0.768,DSL,WA,WEST,ISP,25,-8,-7
27021,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27022,Frontier,7,0.768,DSL,WA,WEST,ISP,13,-8,-7
27023,Frontier,3,0.768,DSL,WA,WEST,ISP,26,-8,-7
27024,Frontier,3,0.768,DSL,WA,WEST,ISP,26,-8,-7
27025,Frontier,7,0.768,DSL,WA,WEST,ISP,19,-8,-7
27026,Frontier,35,35,FIBER,WA,WEST,ISP,26,-8,-7
27027,CenturyLink,8,0.768,DSL,WA,WEST,SK,26,-8,-7
27029,Frontier,35,35,FIBER,WA,WEST,ISP,30,-8,-7
27030,Frontier,15,5,FIBER,WA,WEST,ISP,18,-8,-7
27031,CenturyLink,8,0.768,DSL,WA,WEST,SK,24,-8,-7
27032,Comcast,15,2,CABLE,WA,WEST,ISP,30,-8,-7
27035,Frontier,7,0.768,DSL,WA,WEST,SK,26,-8,-7
27036,Frontier,6,0.768,DSL,WA,WEST,SK / ISP,15,-8,-7
27037,AT&T,3,0.512,DSL,CA,WEST,SK,26,-8,-7
27038,AT&T,3,1,DSL,CA,WEST,SK,26,-8,-7
27039,AT&T,6,0.768,DSL,CA,WEST,SK,26,-8,-7
27042,AT&T,6,0.768,DSL,CA,WEST,SK,3,-8,-7
27044,Frontier,5,0.768,DSL,CA,WEST,SK / ISP,26,-8,-7
27045,Frontier,3,0.384,DSL,CA,WEST,SK,26,-6,-5
27046,AT&T,6,0.768,DSL,CA,WEST,SK,26,-8,-7
27047,Frontier,3,0.384,DSL,CA,WEST,ISP,18,-8,-7
27048,Frontier,3,0.384,DSL,CA,WEST,ISP,26,-8,-7
27049,Frontier,20,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
27050,Frontier,20,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
27051,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27052,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27053,Frontier,3,0.768,DSL,OR,WEST,SK / ISP,25,-8,-7
27054,Frontier,1,0.384,DSL,OR,WEST,ISP,15,-8,-7
27055,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27056,Frontier,3,0.384,DSL,OR,WEST,SK / ISP,22,-8,-7
27057,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27058,Frontier,1,0.768,DSL,OR,WEST,ISP,26,-8,-7
27059,Frontier,0.768,0.128,DSL,OR,WEST,ISP,26,-8,-7
27060,Frontier,3,0.768,DSL,OR,WEST,ISP,3,-8,-7
27061,Frontier,3,0.384,DSL,OR,WEST,ISP,26,-8,-7
27062,Frontier,3,0.768,DSL,OR,WEST,ISP,20,-8,-7
27064,Frontier,20,5,FIBER,OR,WEST,ISP,26,-8,-7
27066,Frontier,25,25,FIBER,OR,WEST,SK / ISP,26,-8,-7
27067,Frontier,20,5,FIBER,OR,WEST,SK / ISP,18,-8,-7
27069,Frontier,20,5,FIBER,OR,WEST,ISP,26,-8,-7
27070,Frontier,15,5,FIBER,OR,WEST,ISP,26,-8,-7
27071,Frontier,7,0.768,DSL,OR,WEST,ISP,26,-8,-7
27073,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27074,Frontier,3,0.768,DSL,WA,WEST,SK / ISP,26,-8,-7
27076,Frontier,35,35,FIBER,WA,WEST,SK / ISP,26,-8,-7
27077,Comcast,15,2,CABLE,WA,WEST,ISP,30,-8,-7
27079,Frontier,3,0.768,DSL,WA,WEST,ISP,22,-6,-5
27080,Qwest,7,0.896,DSL,WA,WEST,ISP,20,-8,-7
27082,Frontier,20,5,FIBER,WA,WEST,ISP,26,-8,-7
27083,Frontier,3,0.768,DSL,WA,WEST,ISP,26,-8,-7
27084,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27086,Frontier,25,25,FIBER,WA,WEST,SK / ISP,26,-8,-7
27087,Frontier,7,0.768,DSL,WA,WEST,ISP,29,-8,-7
27088,Frontier,3,0.768,DSL,WA,WEST,ISP,26,-8,-7
27089,Frontier,3,0.768,DSL,WA,WEST,ISP,23,-8,-7
27090,Frontier,3,0.768,DSL,WA,WEST,ISP,17,-8,-7
27091,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27093,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27094,Qwest,7,0.896,DSL,WA,WEST,SK / ISP,26,-8,-7
27095,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27096,Frontier,7,0.768,DSL,WA,WEST,ISP,25,-8,-7
27097,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27098,AT&T,3,1,DSL,AK,WEST,SK,26,-9,-8
27099,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27100,Frontier,20,5,FIBER,OR,WEST,ISP,26,-8,-7
27101,Frontier,3,0.768,DSL,WA,WEST,ISP,26,-8,-7
27102,Frontier,3,0.768,DSL,WA,WEST,ISP,24,-8,-7
27103,Frontier,3,0.768,DSL,WA,WEST,ISP,26,-6,-5
27105,Verizon DSL,3,0.768,DSL,CA,WEST,SK,23,-8,-7
27106,Frontier,3,0.384,DSL,OR,WEST,ISP,26,-8,-7
27107,Frontier,10,5,FIBER,OR,WEST,ISP,26,-8,-7
27108,Frontier,15,5,FIBER,WA,WEST,ISP,26,-8,-7
27109,Frontier,15,5,FIBER,WA,WEST,ISP,26,-8,-7
27110,Frontier,3,0.768,DSL,WA,WEST,ISP,18,-8,-7
27111,Frontier,7,0.768,DSL,WA,WEST,ISP,24,-8,-7
27112,AT&T,24,3,DSL,CA,WEST,SK,8,-8,-7
27113,AT&T,3,0.384,DSL,CA,WEST,SK,21,-8,-7
27114,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
27115,AT&T,24,3,DSL,CA,WEST,SK,26,-8,-7
27116,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27117,Frontier,25,25,FIBER,OR,WEST,SK / ISP,26,-8,-7
27118,Frontier,35,35,FIBER,OR,WEST,ISP,26,-8,-7
27119,Frontier,25,25,FIBER,OR,WEST,ISP,26,-6,-5
27120,Frontier,35,35,FIBER,OR,WEST,ISP,21,-8,-7
27121,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27122,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27123,Frontier,20,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
27124,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
27125,Frontier,25,25,FIBER,OR,WEST,ISP,25,-8,-7
27126,Frontier,35,35,FIBER,OR,WEST,ISP,25,-8,-7
27127,Frontier,35,35,FIBER,OR,WEST,ISP,26,-8,-7
27128,Comcast,25,4,CABLE,OR,WEST,ISP,29,-8,-7
27129,Frontier,1,0.768,DSL,OR,WEST,ISP,30,-8,-7
27130,Frontier,20,5,FIBER,WA,WEST,ISP,18,-8,-7
27131,Frontier,7,0.768,DSL,WA,WEST,ISP,26,-8,-7
27132,Frontier,20,5,FIBER,WA,WEST,ISP,26,-8,-7
27133,Frontier,20,5,FIBER,WA,WEST,ISP,26,-8,-7
27134,Frontier,25,25,FIBER,WA,WEST,SK / ISP,26,-8,-7
27135,Frontier,20,5,FIBER,WA,WEST,ISP,25,-8,-7
27136,CenturyLink,1.5,0.512,DSL,WA,WEST,SK,22,-8,-7
27137,Frontier,25,25,FIBER,WA,WEST,ISP,26,-8,-7
27138,Frontier,20,5,FIBER,WA,WEST,SK / ISP,26,-8,-7
27140,Frontier,3,0.768,DSL,WA,WEST,ISP,26,-8,-7
27142,Frontier,3,0.768,DSL,ID,WEST,ISP,12,-8,-7
27143,Frontier,3,0.768,DSL,AZ,WEST,ISP,26,-7,-7
27144,AT&T,3,0.512,DSL,CA,WEST,SK,14,-8,-7
27145,Frontier,0.768,0.384,DSL,ID,WEST,ISP,17,-8,-7
27146,Frontier,7,0.768,DSL,ID,WEST,ISP,29,-8,-7
27147,Windstream,1.5,0.384,DSL,NM,WEST,ISP,30,-7,-6
27148,Verizon DSL,1,0.384,DSL,CA,WEST,SK / ISP,6,-8,-7
27151,Verizon,35,35,FIBER,CA,WEST,ISP,30,-8,-7
27152,Comcast,25,4,CABLE,CO,WEST,ISP,30,-7,-6
27153,Comcast,15,2,CABLE,CO,WEST,ISP,29,-7,-6
27154,Comcast,25,4,CABLE,CO,WEST,ISP,30,-7,-6
27156,Comcast,15,2,CABLE,UT,WEST,ISP,30,-7,-6
27157,Cox,15,2,CABLE,AZ,WEST,ISP,26,-7,-7
27158,Cox,15,2,CABLE,AZ,WEST,ISP,30,-7,-7
27159,Cox,12,1,CABLE,AZ,WEST,SK,30,-7,-7
27160,Cox,15,2,CABLE,AZ,WEST,ISP,30,-7,-7
27161,Cox,3,0.512,CABLE,AZ,WEST,SK,30,-7,-7
27162,Cox,50,5,CABLE,AZ,WEST,SK,30,-7,-7
27163,AT&T,3,0.512,DSL,NV,WEST,SK,30,-8,-7
27164,Cox,15,2,CABLE,NV,WEST,ISP,29,-8,-7
27165,CenturyLink,10,0.768,DSL,NV,WEST,SK,26,-8,-7
27166,Charter,30,4,CABLE,NV,WEST,SK,26,-8,-7
27168,Verizon,20,5,FIBER,CA,WEST,SK / ISP,30,-8,-7
27170,Cox,50,5,CABLE,CA,WEST,ISP,8,-8,-7
27172,TimeWarner,15,2,CABLE,CA,WEST,SK / ISP,30,-8,-7
27173,TimeWarner,15,2,CABLE,CA,WEST,SK / ISP,30,-8,-7
27174,AT&T,12,1,DSL,CA,WEST,SK,30,-8,-7
27175,AT&T,18,1.5,DSL,CA,WEST,SK,26,-8,-7
27176,Comcast,15,2,CABLE,CO,WEST,ISP,30,-7,-6
27177,Qwest,12,0.896,DSL,CO,WEST,ISP,30,-7,-6
27179,Qwest,5,0.896,DSL,CO,WEST,ISP,30,-7,-6
27181,Qwest,1.5,0.896,DSL,CO,WEST,SK,29,-7,-6
27182,Qwest,1.5,1,DSL,CO,WEST,ISP,30,-7,-6
27183,Qwest,7,0.896,DSL,CO,WEST,SK / ISP,30,-6,-5
27186,Qwest,7,0.896,DSL,ID,WEST,ISP,24,-7,-6
27187,Frontier,7,0.768,DSL,ID,WEST,ISP,24,-8,-7
27188,Frontier,7,0.768,DSL,ID,WEST,ISP,26,-8,-7
27189,Frontier,3,0.768,DSL,ID,WEST,ISP,26,-8,-7
27190,Frontier,3,0.768,DSL,ID,WEST,ISP,26,-8,-7
27191,Frontier,7,0.768,DSL,ID,WEST,ISP,26,-8,-7
27192,Cox,22,5,CABLE,AZ,WEST,ISP,28,-7,-7
27195,Cox,50,5,CABLE,AZ,WEST,ISP,3,-7,-7
27196,Cox,3,0.512,CABLE,AZ,WEST,SK,30,-7,-7
27197,Qwest,7,0.896,DSL,AZ,WEST,SK / ISP,30,-7,-7
27198,Cox,15,2,CABLE,AZ,WEST,ISP,30,-7,-7
27199,Cox,15,2,CABLE,AZ,WEST,SK,30,-7,-7
27201,Cox,15,2,CABLE,AZ,WEST,SK,11,-7,-7
27202,Cox,15,2,CABLE,AZ,WEST,SK,30,-7,-7
27203,Cox,50,5,CABLE,AZ,WEST,ISP,30,-7,-7
27204,Cox,15,2,CABLE,AZ,WEST,SK,30,-7,-7
27205,Frontier,3,0.768,DSL,AZ,WEST,ISP,20,-7,-7
27207,Frontier,3,0.768,DSL,AZ,WEST,ISP,26,-7,-7
27208,Cox,15,2,CABLE,NV,WEST,ISP,30,-8,-7
27210,Verizon DSL,7,0.768,DSL,CA,WEST,SK,30,-8,-7
27211,Verizon,35,35,FIBER,CA,WEST,ISP,30,-8,-7
27212,Verizon,35,35,FIBER,CA,WEST,ISP,20,-8,-7
27213,Verizon,35,35,FIBER,CA,WEST,ISP,30,-8,-7
27214,Verizon,25,25,FIBER,CA,WEST,ISP,30,-8,-7
27215,Verizon,35,35,FIBER,CA,WEST,ISP,30,-8,-7
27216,Verizon,35,35,FIBER,CA,WEST,ISP,6,-8,-7
27218,Verizon DSL,1,0.384,DSL,CA,WEST,SK,25,-8,-7
27220,AT&T,6,0.768,DSL,CA,WEST,SK,26,-8,-7
27222,Verizon DSL,1,0.384,DSL,CA,WEST,SK,28,-8,-7
27223,Verizon,35,35,FIBER,CA,WEST,ISP,30,-8,-7
27226,Cox,3,0.768,CABLE,CA,WEST,SK,26,-8,-7
27227,Cox,18,2,CABLE,CA,WEST,ISP,26,-8,-7
27228,Cox,25,2,CABLE,CA,WEST,SK,28,-8,-7
27229,Frontier,3,0.768,DSL,CA,WEST,ISP,26,-8,-7
27230,Verizon,25,25,FIBER,CA,WEST,ISP,30,-8,-7
27231,Verizon,35,35,FIBER,CA,WEST,ISP,29,-8,-7
27234,Charter,30,4,CABLE,CA,WEST,ISP,29,-8,-7
27235,Verizon,35,35,FIBER,CA,WEST,ISP,30,-8,-7
27236,Verizon,35,35,FIBER,CA,WEST,SK / ISP,6,-8,-7
27237,Cox,18,2,CABLE,CA,WEST,ISP,30,-8,-7
27238,Verizon,25,25,FIBER,CA,WEST,ISP,30,-8,-7
27240,Comcast,15,2,CABLE,CO,WEST,ISP,29,-7,-6
27241,Qwest,12,0.896,DSL,CO,WEST,SK,30,-7,-6
27242,Qwest,7,0.896,DSL,CO,WEST,SK / ISP,30,-7,-6
27244,Qwest,5,0.896,DSL,CO,WEST,SK / ISP,30,-7,-6
27245,Frontier,3,0.384,DSL,ID,WEST,ISP,26,-7,-6
27246,Frontier,3,0.768,DSL,ID,WEST,ISP,26,-7,-6
27247,Frontier,3,0.768,DSL,ID,WEST,ISP,20,-7,-6
27248,Frontier,7,0.768,DSL,ID,WEST,SK / ISP,26,-8,-7
27249,Frontier,3,0.768,DSL,ID,WEST,ISP,25,-8,-7
27250,Frontier,1,0.384,DSL,ID,WEST,ISP,26,-8,-7
27252,Qwest,5,0.896,DSL,UT,WEST,ISP,30,-7,-6
27253,Miscellaneous,0,0,N/A,UT,WEST,ISP,30,-7,-6
27255,Windstream,3,0.768,DSL,NM,WEST,ISP,30,-7,-6
27257,Frontier,3,0.768,DSL,NV,WEST,ISP,26,-8,-7
27258,Verizon,15,5,FIBER,CA,WEST,SK / ISP,30,-8,-7
27259,Verizon,35,35,FIBER,CA,WEST,ISP,24,-8,-7
27260,Verizon,15,5,FIBER,CA,WEST,ISP,30,-8,-7
27263,Verizon,35,35,FIBER,CA,WEST,SK / ISP,8,-8,-7
27265,Verizon,35,35,FIBER,CA,WEST,ISP,17,-8,-7
27266,AT&T,18,1.5,DSL,CA,WEST,SK,30,-8,-7
27267,Verizon DSL,0.768,0.128,DSL,CA,WEST,SK,30,-8,-7
27268,Verizon DSL,3,0.768,DSL,CA,WEST,SK,30,-8,-7
27269,Verizon DSL,1,0.384,DSL,CA,WEST,SK,13,-8,-7
27270,Verizon DSL,1,0.384,DSL,CA,WEST,SK,25,-8,-7
27271,Comcast,15,2,CABLE,CO,WEST,ISP,30,-7,-6
27272,Qwest,7,0.896,DSL,CO,WEST,ISP,30,-7,-6
27274,Qwest,1.5,0.64,DSL,ID,WEST,ISP,25,-7,-6
27275,Qwest,12,0.896,DSL,ID,WEST,ISP,26,-7,-6
27276,Frontier,7,0.768,DSL,ID,WEST,ISP,26,-8,-7
27277,Frontier,7,0.768,DSL,ID,WEST,ISP,26,-8,-7
27279,TimeWarner,10,1,CABLE,CA,WEST,ISP,26,-8,-7
27280,Verizon,35,35,FIBER,CA,WEST,SK / ISP,30,-8,-7
27281,Verizon,25,15,FIBER,CA,WEST,ISP,29,-8,-7
27282,Verizon,35,35,FIBER,CA,WEST,ISP,30,-8,-7
27284,AT&T,6,0.768,DSL,CA,WEST,SK,26,-8,-7
27286,Verizon,25,25,FIBER,CA,WEST,ISP,30,-8,-7
27287,Comcast,25,4,CABLE,CA,WEST,SK,26,-8,-7
27296,Insight,20,1.5,CABLE,KY,SOUTH,ISP,30,-5,-4
27297,Insight,50,5,CABLE,KY,SOUTH,ISP,30,-5,-4
27298,Insight,20,1.5,CABLE,KY,SOUTH,ISP,30,-5,-4
27300,Windstream,1.5,0.384,DSL,KY,SOUTH,ISP,30,-5,-4
27301,Insight,10,1,CABLE,KY,SOUTH,ISP,30,-5,-4
27302,TimeWarner,10,1,CABLE,OH,MIDWEST,ISP,21,-5,-4
27303,Frontier,3,0.384,DSL,OH,MIDWEST,SK / ISP,30,-5,-4
27304,AT&T,12,1.5,DSL,OH,MIDWEST,SK,30,-5,-4
27305,Windstream,3,0.768,DSL,OH,MIDWEST,ISP,30,-5,-4
27306,Frontier,3,0.768,DSL,OH,MIDWEST,ISP,30,-5,-4
27307,AT&T,24,3,DSL,OH,MIDWEST,SK,30,-5,-4
27308,Frontier,3,0.768,DSL,OH,MIDWEST,ISP,1,-5,-4
27309,AT&T,12,1.5,DSL,OH,MIDWEST,SK,30,-5,-4
27311,Mediacom,20,2,CABLE,IN,MIDWEST,ISP,18,-5,-5
27312,Comcast,25,4,CABLE,MI,MIDWEST,ISP,24,-5,-4
27315,Mediacom,20,2,CABLE,IA,MIDWEST,SK / ISP,20,-6,-5
27316,Mediacom,50,5,CABLE,IA,MIDWEST,ISP,30,-6,-5
27317,Mediacom,15,1,CABLE,IA,MIDWEST,SK / ISP,30,-6,-5
27318,Mediacom,15,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
27320,Mediacom,50,5,CABLE,IA,MIDWEST,ISP,20,-6,-5
27321,Mediacom,50,5,CABLE,IA,MIDWEST,ISP,30,-6,-5
27322,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
27323,Mediacom,15,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
27324,Mediacom,3,0.256,CABLE,IA,MIDWEST,ISP,30,-6,-5
27326,Mediacom,20,2,CABLE,IA,MIDWEST,ISP,30,-6,-5
27327,Mediacom,20,2,CABLE,IA,MIDWEST,SK / ISP,18,-6,-5
27328,Mediacom,50,5,CABLE,IA,MIDWEST,ISP,30,-6,-5
